REGION,FUEL,YEAR,VALUE
RE1,RESELC_ZNI,2022,0.1484420641740809
RE1,RESELC_ZNI,2023,0.1491843719200197
RE1,RESELC_ZNI,2024,0.1492166459398212
RE1,RESELC_ZNI,2025,0.1493597351862865
RE1,RESELC_ZNI,2026,0.1494842558342846
RE1,RESELC_ZNI,2027,0.149717157610201
RE1,RESELC_ZNI,2028,0.150039813737969
RE1,RESELC_ZNI,2029,0.1504637622141363
RE1,RESELC_ZNI,2030,0.1509683951048861
RE1,RESELC_ZNI,2031,0.1568206773610465
RE1,RESELC_ZNI,2032,0.1627047049045489
RE1,RESELC_ZNI,2033,0.168636385938566
RE1,RESELC_ZNI,2034,0.1746042116420825
RE1,RESELC_ZNI,2035,0.180624490998287
RE1,RESELC_ZNI,2036,0.1867573748385245
RE1,RESELC_ZNI,2037,0.1929983950289971
RE1,RESELC_ZNI,2038,0.1993575426096836
RE1,RESELC_ZNI,2039,0.2058374842597104
RE1,RESELC_ZNI,2040,0.212442300857441
RE1,RESELC_ZNI,2041,0.2191768206530309
RE1,RESELC_ZNI,2042,0.2260384045691395
RE1,RESELC_ZNI,2043,0.2330285306757958
RE1,RESELC_ZNI,2044,0.2401441794788985
RE1,RESELC_ZNI,2045,0.2473922769014649
RE1,RESELC_ZNI,2046,0.2547729437580208
RE1,RESELC_ZNI,2047,0.2622881795377685
RE1,RESELC_ZNI,2048,0.2699331813050818
RE1,RESELC_ZNI,2049,0.2776671884414657
RE1,RESELC_ZNI,2050,0.2854874949523398
RE1,RESELC_ZNI,2051,0.2897853947183195
RE1,RESELC_ZNI,2052,0.2940303149335652
RE1,RESELC_ZNI,2053,0.2977234463811809
RE1,RESELC_ZNI,2054,0.3013462437382235
RE1,RESELC_ZNI,2055,0.3013462437382235
RE1,RESILU_RUR,2022,0.1546282135789675
RE1,RESILU_RUR,2023,0.1677972474821555
RE1,RESILU_RUR,2024,0.1718290991009411
RE1,RESILU_RUR,2025,0.1760015956335486
RE1,RESILU_RUR,2026,0.1803190410564023
RE1,RESILU_RUR,2027,0.1847911784520328
